author,title,text
桑原隲蔵,桑原隲蔵/支那人間に於ける食人肉の風習,左右無食。
有島武郎,有島武郎/運命と人,而して食料を求め、医薬を求め、労役し、奔走し、憎み且つ愛する。
中里介山,中里介山/大菩薩峠 09 女子と小人の巻,「小作りで華奢で、歩よのお上手な旦那と言やがった、ばかにしてやがら」
井上円了,井上円了/西航日録,しかして掲示あるにもかかわらず、往々落書きあるを見たり。
夏目漱石,夏目漱石/こころ,ただ口が利きたくないからだといいました。
与謝野晶子,与謝野晶子/源氏物語 47 橋姫,あちらの女王がたのことは私のような欠陥のある人間などの対象にしておくべきではありませんから、ぜひあなたのお目にかけたい方々だと思っているのですが、どんなふうにすれば御接近ができるでしょう。
長塚節,長塚節/菜の花,樹は嫩葉を以てふつくりと包まれて居る。
豊島与志雄,豊島与志雄/二つの途,木下は云ってしまうと、両手を頭の下にあてがって、長々とねそべった。
森鴎外,森鴎外/伊沢蘭軒,「正月元日。
堀辰雄,堀辰雄/ルウベンスの偽画,だんだん頭の上でざわざわいう音が激しくなる。
柳田国男,柳田国男/こども風土記,この小獣が海鼠の香を嫌うということは経験であったらしい。
石川啄木,石川啄木/一利己主義者と友人との対話,それで出来なけれあ言葉や形が古いんでなくって頭が古いんだ。
国枝史郎,国枝史郎/猿ヶ京片耳伝説,「これ、権の着物よ、三国峠の権の……」
宮本百合子,宮本百合子/ラジオ時評,放送局の構成や人事について粛清というような文字がつかわれていることも、いろいろ私たちを考えさせる。
泉鏡花,泉鏡花/海異記,「だって、源次さん千太さん、理右衛門爺さんなんかが来ると……お前さん、この五月ごろから、粋な小烏といわれないで、ベソを掻いた三之助だ、ベソ三だ、ベソ三だ。
泉鏡花,泉鏡花/神鑿,其処で、稼ぎも為ず活計も立てず、夜毎に沼の番の難行は、極楽へ参りたさに、身投げを為るも同じ事、と老爺は苦笑ひをしながら言つた。
海野十三,海野十三/地球要塞,それは、一人の人間が、夥しいたくさんの機械を操らねばならないからである。
海野十三,海野十三/金属人間,そうかといって、そういう人たちは舞台の前へでるわけにもいかないのです。
牧野信一,牧野信一/素書,山崎は、がばと椅子から立ちあがらうとあせりながら連呼した。
ドイル,ドイル/暗号舞踏人の謎,それどころかかえって、感づいて逃亡することになりはしませんでしょうか？」
リルケ,リルケ/家常茶飯　附・現代思想,画家。
海野十三,海野十三/地獄の使者,見ていたようにいうからね」
夏目漱石,夏目漱石/虞美人草,謎の女は自を情ない不幸の人と信じている。
夏目漱石,夏目漱石/彼岸過迄,「糊口も糊口だが、糊口より先に、何か驚嘆に価する事件に会いたいと思ってるが、いくら電車に乗って方々歩いても全く駄目だね。
海野十三,海野十三/怪塔王,「痛かないよ。
岸田国士,岸田国士/牛山ホテル（五場）,食堂では、人々が小声で話し合つてゐる。
坂口安吾,坂口安吾/落語・教祖列伝 04 飛燕流開祖,そこで一同は額を集めて密議を重ねる。
桑原隲蔵,桑原隲蔵/秦始皇帝,二二一年三九歳二六斉を滅ぼして天下を一統す皇帝専有の名称を定む諡法を除く郡県の治をはじむ天下の兵器を没収す劃一の制を布き天下の文字を同くす天下の富豪を国都咸陽に徙す
カフカ,カフカ/審判,ただ一人の首斬り人がいれば裁判所全体のかわりをすることでしょうよ」
小熊秀雄,小熊秀雄/小熊秀雄全集-06 詩集（5）飛ぶ橇,その時移民団の列から
島崎藤村,島崎藤村/出発,旦那さんは勤め先の用で、旅からまた旅に出掛けなければ成らない程の多忙しい身を持つて来て居た。
林不忘,林不忘/丹下左膳 01 乾雲坤竜の巻,なんぼなんでも、他にしようもあろうに、はぶけるだけ手をはぶいた、名ばかりの味噌汁と沢庵のしっぽのお菜を栄三郎が、あんまりうまそうに口へ運ばなかったからと言って、例によって、お艶がまず、待っていたように火ぶたを切ったのだ。
坂口安吾,坂口安吾/谷丹三の静かな小説 ――あはせて・人生は甘美であるといふ話――,底に光りかがやく宝石の冷めたいものを感ぜずにゐられない。
林不忘,林不忘/丹下左膳 02 こけ猿の巻,女物の長襦袢が、ヒラヒラ朝風になびく左膳の足もとに、すでに二、三の死骸がころがっているのは、そのくせの悪い濡れ燕に見舞われた、運の悪い伊賀者だ。
戸坂潤,戸坂潤/ひと吾を公式主義者と呼ぶ,そうでないシステムは妄想にすぎないので、そういう非現実的なシステムは各種の精神病の典型によく現われる。
神西清,神西清/鸚鵡 『白鳳』第二部,その大柔ノ媛を、大海人は、蘇我一門にとつて忘れがたい思ひ出の地である石川の里に住まはせてゐた。
カフカ,カフカ/城,「それでいったいだれの許可をもらおうというんですか？」と、若い男がきく。
野村胡堂,野村胡堂/錢形平次捕物控077　八五郎の恋,「居ないことがあるものか。
岸田国士,岸田国士/都市文化の危機,都市美低下の極めて重大な症状である。
中里介山,中里介山/大菩薩峠 25 みちりやの巻,と尋ねましたから、お雪は正直に、
狩野直喜,狩野直喜/楊雄と法言,殊に義利の別を明にし、綱常名節を重ずる程朱学派にあつては、口を極めて之を詈り、殆んど人間に歯せず、朱子の綱目には『莽大夫楊雄死』とかゝれ、後世曲学阿世の俗儒が出ると、楊雄は必ず引合に出さるゝ事に極まつて居る。
豊島与志雄,豊島与志雄/レ・ミゼラブル 06 第三部　マリユス,もひとりのが答えた。
坂口安吾,坂口安吾/牛,彼がわが家へ戻ると、娘の母親が、娘の手をひきずって、彼の母親にねじこんでいる最中であった。
森鴎外,森鴎外/伊沢蘭軒,又童謡が載せてある。
宮本百合子,宮本百合子/海流,「塩田の生活なんて、何か暗いものがあるよ。
三遊亭円朝,三遊亭円朝/菊模様皿山奇談,権「衆人が然う云います、へえ嚊は誠に器量が美いって」
岡本綺堂,岡本綺堂/月の夜がたり,こう言って車夫は、そこの荒物屋へ提灯の蝋燭を買いに行った。
佐々木直次郎,佐々木直次郎/モルグ街の殺人事件,唯一の贅沢といえは、実に書物だけで、これはパリでたやすく手に入った。
海野十三,海野十三/地軸作戦 ――金博士シリーズ・９――,いや偉大なものじゃ、豪いものじゃ」
牧野信一,牧野信一/陽に酔つた風景,「この辺の景色を、見物なさりたいんだつて――」
竹久夢二,竹久夢二/砂がき,私達は、来た方を見返へつた。
田中貢太郎,田中貢太郎/蓮花公主,」
岡本綺堂,岡本綺堂/青蛙神,虫の声。
夏目漱石,夏目漱石/行人,その私からありのままの報知を受けるあなたにもとくと御合点が行く事だろうと思います。
ドイル,ドイル/黄色な顔,シャーロック・ホームズと云う男は、滅多に、身体を鍛えるために運動などをする男ではなかった。
佐々木直次郎,佐々木直次郎/宝島 02 宝島,それから吾々はまた弾丸を籠めると、可哀そうなトムに注意を向けた。
宮本百合子,宮本百合子/深く静に各自の路を見出せ,絶えず相互の利害、あらゆる幸・不幸が有形無形に於て影響し合っているのは明であろう。
倉田百三,倉田百三/善くならうとする祈り,この全肯定の気持は深い宗教的意識である。
野呂栄太郎,野呂栄太郎/三田社会科学研究会,一、社会科学方法論蝋山氏
中里介山,中里介山/大菩薩峠 17 黒業白業の巻,しばらくぼんやりと火をながめていた米友が、また急に思い出したように立ち上って、流し元へ行って、二升だきの鍋をさげて来ました。
甲賀三郎,甲賀三郎/黄鳥の嘆き,「では、途中でどこかに寄りはしなかったか」
宮本百合子,宮本百合子/日は輝けり,一
宮本百合子,宮本百合子/あとがき（『宮本百合子選集』第九巻）,ロシアの革命の歴史をみると、そこには人類の宝のような優秀な無垢な人々の活動が見出される。
豊島与志雄,豊島与志雄/アフリカのスタンレー/アフリカのスタンレー,スタンレーは、まづ捜索の旅に出た次第を話し、リヴィングストーンは、長い間の探検旅行のいろいろな出来事を話しました。
直木三十五,直木三十五/寛永武道鑑,と、一人が云った。
三木清,三木清/語られざる哲学,少くとも自分自身を説服しようという無邪気ならぬ心組から何物をも求めようという成心のなかるべき懺悔の心を失いつつあった。
久正十蘭,久生十蘭/あなたも私も,空巣の青年は、追いつめられたけだもののような、あわれなようすになって、むこうの玄関につづく広廊のほうへ、うろうろと視線を走らせた。
吉川英治,吉川英治/随筆　宮本武蔵　,それだけでも、別人説は、とるに足らない問題だが、異説は、とかく人の好奇をそそるものである。
海野十三,海野十三/宇宙戦隊,そこで皮をむいた。
長塚節,長塚節/菜の花,余の部屋は二階の一間で両方から汚い唐紙で隔てられてある。
森鴎外,森鴎外/即興詩人,大理石もて刻めるアフロヂテの神か。
林不忘,林不忘/安重根 ――十四の場面――,合唱（はじめは低く、おいおい高く、後半は各人憤激の大声で統一を欠く）
吉川英治,吉川英治/三国志　02　桃園の卷　,峨々たる山が、道の両わきに、鉄門のように聳えている。
紫式部,紫式部/源氏物語 34 若菜（上）,帝は六条院へ好意をお見せになろうとした賀宴をやむをえず御中止になったかわりに、そのころ病気のため右大将を辞した人のあとへ、中納言をにわかに抜擢しておすえになった。
宮本百合子,宮本百合子/若き世代への恋愛論,愛を表現しようとする心の望みが高まったとき、私たちはどうしてその熱情に応じて花咲き、匂う自身の肉体を否定したり、そこに獣を見たりしよう。
黒島伝治,黒島伝治/武装せる市街,「こいつの亭主は、決して土匪じゃねえんだ！」と、百姓はぐるりへたかってくる人々へ説明した。
夏目漱石,夏目漱石/野分,地ならしをするか、雨風を退治るかせぬうちは、落ちついてこの世に住めぬ。
永井荷風,永井荷風/寺じまの記,」
豊島与志雄,豊島与志雄/ジャン・クリストフ 03 第一巻　曙,独立｜不覊を欲するいかにも高い願望、しかも事実においては、絶対の従順。
蒲原有明,蒲原有明/夢は呼び交す ――黙子覚書――,鶴見は依然として坐ったまま黙りつづけている。
折口信夫,折口信夫/古代生活の研究 常世の国,さて、其床虫は「蚤の船」に便乗して、どこへ流れて行くのか。
岡本かの子,岡本かの子/かの女の朝,――あら、知らないの、だって親し相に話して居なすったじゃないの。
坂口安吾,坂口安吾/裏切り,秋でした。
豊島与志雄,豊島与志雄/道標 ――近代説話――,」
小熊秀雄,小熊秀雄/小熊秀雄全集-06 詩集（5）飛ぶ橇,イクバシュイ日本名で『四辻権太郎』
岡本綺堂,岡本綺堂/箕輪の心中,色即是空……南無阿弥陀仏。
高村光雲,高村光雲/幕末維新懐古談 70 木彫の楠公を天覧に供えたはなし,一同謹んで整列をして差し控えておりますと、やがて、フロックコオトの御姿で侍従長｜徳大寺公をお伴れになってお出ましで御座いました。
吉川英治,吉川英治/私本太平記/10　風花帖　,では」
横光利一,横光利一/微笑,」と栖方はまた呟いたが、歩調は一層｜活溌に戞戞と響いた。
芥川龍之介,芥川龍之介/桃太郎,半分やろう。
石川三四郎,石川三四郎/農民自治の理論と実際,蟻は支配のない社会生活を営み乍ら、協同一致して各自の社会の幸福と安寧をはかり、その危険に際しては実に勇敢に戦ひます。
林不忘,林不忘/安重根 ――十四の場面――,安重根は無言で、力強く金成白と握手する。
吉川英治,吉川英治/鳴門秘帖　05 剣山の巻　,「そうらしい」
岡本綺堂,岡本綺堂/青蛙堂鬼談,井田さんは、真っ蒼になって、ただ黙っているのですが、離れから庭へころげ落ちたとみえて、寝衣の白い浴衣が泥だらけになっています。
森鴎外,森鴎外/護持院原の敵討,叔父は一面｜詞を尽して慰めたが、一面女は連れて行かぬと、きっぱり言い渡した。
島崎藤村,島崎藤村/夜明け前 03 第二部上,そこには鳥の嘴のように動かせる箸のかわりに、獣の爪のようなフォークが置いてある。
島崎藤村,島崎藤村/破戒,軈て二十分ばかり経つて丑松は帰つて来た。
海野十三,海野十三/爆薬の花籠,怪しい紙切
太宰治,太宰治/返事,戦争中に、あんなにグロテスクな嘘をさかんに書き並べて、こんどはくるりと裏がえしの同様の嘘をまた書き並べています。
坂口安吾,坂口安吾/蒼茫夢,ところが、まさ子の見えない場所へひそんでみても、燃えあがる想念から逃れることはできなかつた。
小酒井不木,小酒井不木/暴風雨の夜,少くとも結婚は一ヶ年御延しなさい。
国枝史郎,国枝史郎/神州纐纈城,……お前はどうだ？え、小次郎？」
宮沢賢治,宮沢賢治/虔十公園林,ある年、山がまだ雪でまっ白く野原には新らしい草も芽を出さない時、虔十はいきなり田打ちをしてゐた家の人達の前に走って来て云ひました。
三遊亭円朝,三遊亭円朝/菊模様皿山奇談,喜「あ痛い……だからま一つ堪忍しておくんなせえましよ」
矢田津世子,矢田津世子/女心拾遺,「※」
種田山頭火,種田山頭火/其中日記 09 （九）,紫蘇の実を採る、いゝにほひだ、日本的香気といふべきだらう。
折口信夫,折口信夫/古代研究　追ひ書き,はなの語原は、まだ解する事が出来ない。
和辻哲郎,和辻哲郎/孔子,『論語』では初めが「陳に在って糧を絶つ」となっている。
萩原朔太郎,萩原朔太郎/君が家,情なくふくむ日もあらば
アンデルセン,アンデルセン/雪の女王/雪の女王,それはあのむすめの心のなかにあるのだよ。
ロラン,ロラン/ジャン・クリストフ 10 第八巻　女友達/ジャン・クリストフ 10 第八巻　女友達,アルノー夫人は一人で家にいた……日は暮れかかっていた。
芥川龍之介,芥川龍之介/偸盗,――そうそう、あの馬は太郎さんに頼んで盗ませようかしら。
太宰治,太宰治/花吹雪,私が十三歳の時には、女中から怪談を聞かされて、二、三夜は、ひとりで便所へ行けなかった。
岡本綺堂,岡本綺堂/半七捕物帳 49 大阪屋花鳥,それでもお節の死骸が見付からないうちは、詮議の手のゆるまない虞れがあるので、山女衒の半介、これも花鳥の識っている奴ですから、その半介を語らって、例の品川の夜釣りの怪談をこしらえて、形見の片袖を鍋久に持ち込ませました。
神西清,神西清/青いポアン,少女は伊曽と向ひ合つて立つたとき、かう言つてちよつと口を綻ばせて憂鬱な笑ひを見せた。
宮本百合子,宮本百合子/獄中への手紙 10 一九四三年（昭和十八年）,この紙は行が大きくて打撃ね。
吉川英治,吉川英治/黒田如水　,その筋肉のあらあらした隆起や青髯の痕にくらべて、側らから扇で風を送っている嫋女は余りに優雅ていた。
野村胡堂,野村胡堂/錢形平次捕物控054　麝香の匂ひ,「――」
三木清,三木清/人生論ノート,愛も感傷となることができるし、憎みも感傷となることができる。
森鴎外,森鴎外/雁,誰だかそう云え」
片山広子,片山広子/北極星,さう言はれてアーサアはあの夢を思ひ出して父に言つた。
中里介山,中里介山/大菩薩峠 36 新月の巻,わたし、どうも、とうからお蘭さんと出来てるんだと睨んでいるのよ。
吉川英治,吉川英治/随筆　新平家　,尾崎氏がここを訪うたころは、おりから森のそばの百姓家に桃の花がまっさかりで、それが、いかにも印象的であったといい、常磐御前の墓に黙祷して去ったと、その紀行「関ヶ原夜話」の中にも書いている。
豊島与志雄,豊島与志雄/ジャン・クリストフ 10 第八巻　女友達,けれど、かなた山の向こうにそれがあること、そこへ行かなければならないこと、できるだけ早く行かなければならないこと、それだけはわかっていた。
種田山頭火,種田山頭火/其中日記 02 （二）,・山から下りてゆく街へ虹立つた
林不忘,林不忘/釘抜藤吉捕物覚書 03 三つの足跡,母親の失踪以来相談に更けて泊り込んでくることも珍しくないので、昨夜も別に気に留めずに、独り床を敷いて横になった。
吉行エイスケ,吉行エイスケ/地図に出てくる男女,踊場では彼女の女弟子達が運動服をつけて体操を始めていた。
夏目漱石,夏目漱石/坑夫,足を洗うのが面倒だと見える。
泉鏡花,泉鏡花/高野聖,鰯の天窓も信心から、それでも命数の尽きぬ輩は本復するから、外に竹庵養仙木斎の居ない土地、相応に繁盛した。
森鴎外,森鴎外/伊沢蘭軒,「又。
吉川英治,吉川英治/宮本武蔵　03　水の巻　,と呟いて、何十年間の道境三昧の廬を出て、京都｜紫竹村の鷹ヶ｜峰の陣屋で、初めて、大御所に謁したのであった。
横光利一,横光利一/旅愁,あたし、もう少しいたいのだけれど。
萩原朔太郎,萩原朔太郎/蝶を夢む,おれの長い歴史から
種田山頭火,種田山頭火/其中日記 06 （六）,七月廿二日
林不忘,林不忘/巷説享保図絵,磯五の男ぶりは、若松屋惣七も認めざるを得なかったのだ。
海野十三,海野十三/恐竜島,それは何事だか分らなかったが、いくどもくりかえしているうちに、意味がわかりかけた。
島崎藤村,島崎藤村/家 01 （上）,お雪も逢ってみたいと言う。
紫式部,紫式部/源氏物語 40 夕霧二,女性の方でも独立して行けぬことはないと思召すでしょうが、実際問題になりますと、御自身をお護りになることと、経済的のこととで御苦労ばかりがどんなに多いかしれません。
与謝野晶子,与謝野晶子/晶子詩篇全集,五月雨
豊島与志雄,豊島与志雄/レ・ミゼラブル 08 第五部　ジャン・ヴァルジャン,お爺さんはもう寝床から動けないので、鍵はいつも扉についています。
夢野久作,夢野久作/ドグラ・マグラ,……？……？……？……？……？……？？？？？？？……………………
泉鏡花,泉鏡花/星女郎,あとは、真暗、蚊帳は漆のようになった。
泉鏡花,泉鏡花/黒百合,と言懸けて、お兼は、銀煙管を抜くと、逆に取って、欄干の木の目を割って、吸口の輪を横に並べて、三つ圧した。
吉川英治,吉川英治/三国志　02　桃園の卷　,ところへ案の定、宮中からお召しという使者が来邸して、
北原白秋,北原白秋/第二邪宗門,涼風の朝吹く汀、
豊島与志雄,豊島与志雄/ジャン・クリストフ 11 第九巻　燃ゆる荊,それでも一週間この方、古い麻痺した大地は自分の心がよみがえるのを感じていた。
豊島与志雄,豊島与志雄/自由人,「すぐそれだ。
有島武郎,有島武郎/或る女 2（後編）,この奇怪な二つの矛盾が葉子の心の中には平気で両立しようとしていた。
芥川龍之介,芥川龍之介/追憶,（これは今日考えてみれば Greyhound という犬だったであろう）僕はこの犬に追いつめられたあげく、とうとうある畳屋の店へ飛び上がってしまったのを覚えている。
海野十三,海野十三/豆潜水艇の行方,「ぼくか。
新渡戸稲造,新渡戸稲造/自警録,かくのごとき場合にはやっつけたと思う心ははなはだ陋かつ小であって、先方を困らす動機を示すのみで、はたして自分の言が有効であったかを保証するものでない。
種田山頭火,種田山頭火/旅日記,六月八日
国木田独歩,国木田独歩/糸くず,『ゴーデルヴィルの住人、その他｜今日の市場に出たる皆の衆、どなたも承知あれ、今朝九時と十時の間にブーズヴィルの街道にて手帳を落とせし者あり、そのうちには金五百フランと商用の書類を入れ置かれたり。
夢野久作,夢野久作/少女地獄,奇妙な、泣きたいような笑い顔をニッコリとして見せながら、
ロラン,ロラン/ジャン・クリストフ 12 第十巻　新しき日/ジャン・クリストフ 12 第十巻　新しき日,到着するとすぐに彼はグラチアのところへ行った。
佐々木味津三,佐々木味津三/右門捕物帖 35 左刺しの匕首,「……？エへへ……なるほどね。
チェーホフ,チェーホフ/接吻,「どうもお宅がおそろしく気に入っちまいまして！……」彼は眼鏡を直し直しそう言った。
中里介山,中里介山/大菩薩峠 40 山科の巻,村正どんは、これはちょっと厄介な相手にかかり合ったという気持だが、なんにしても、こう暗くてはやむを得ない、明るいものにしてから、一応、説諭納得せしめて、店の者に引渡すが手順だと思いまして、
宮本百合子,宮本百合子/道標,南京政府はソヴェト・ロシアに対する戦争政策によって、中国労働大衆の革命を弾圧するための帝国主義国の援助を獲得している。
柳宗悦,柳宗悦/民芸の性質,その質素な謙虚な性質の価値は見直されていいのです。
野村胡堂,野村胡堂/錢形平次捕物控013　美女を洗ひ出す,係りの吟味方は、与力笹野新三郎、若くて、啖呵が切れて、頭がよくて、その頃江戸中の人気を脊負つて立つた人物、大概の罪人は此処で荒ころしをして、町奉行へ調べ書と一緒に送ります。
宮本百合子,宮本百合子/火のついた踵,谷それで――あなたは後の方だ、とおっしゃるんでしょう？
佐藤垢石,佐藤垢石/しゃもじ（杓子）,その間、私はわれを忘れていた。
久正十蘭,久生十蘭/だいこん,「お前はいい踊り手だ。
田中貢太郎,田中貢太郎/妖影,と、冗談にしてしまった。
石川啄木,石川啄木/一握の砂,踏みにける
古川緑波,古川緑波/古川ロッパ昭和日記 01 昭和九年,終ったのは十時二十分だ。
野村胡堂,野村胡堂/錢形平次捕物控078　十手の道,夜廻りの通つたのは正九つ、その跫音が遠退くのを合図のやうに、お長屋の四番目の窓の障子が、内から静かに開きました。
林不忘,林不忘/丹下左膳 01 乾雲坤竜の巻,「何がサ？」
倉田百三,倉田百三/出家とその弟子,私は威厳を傷つけられて御所を退出した。
宮沢賢治,宮沢賢治/かしはばやしの夜,きさまら、なんだつてひとの酒のことなどおぼえてやがるんだ。
坂口安吾,坂口安吾/安吾巷談 01 麻薬・自殺・宗教,これは多分に気のせいがあって、昨日よりも余計のまないと利かないような気がするだけだ。
野村胡堂,野村胡堂/錢形平次捕物控078　十手の道,二人は手を取り合ふことも叶はず、涙に霞む眼を拭ふのが精一杯でした。
大阪圭吉,大阪圭吉/三狂人,「……でも、先生は、どうしたんでしょう？」
三遊亭円朝,三遊亭円朝/真景累ヶ淵,と虚空を掴んで横にぱったり倒れましたから、三蔵は驚きまして、
国枝史郎,国枝史郎/八ヶ嶽の魔神,では恐らくその穴は、ずっと昔の穴居時代などに、作られたところの穴かも知れない。
堀辰雄,堀辰雄/辻野久憲君,辻野君のこと、大へん悲しい。
田中貢太郎,田中貢太郎/怪しき旅僧,それは旅僧の右の手の指に、一本一本火が点いて燃えているところであった。
森鴎外,森鴎外/復讐,現在の恋愛に胸を※るやうな鋭さがあり、身を殺すやうな劇烈な作用があつて見れば、何も未知の女の己の上に加へようとする匕首や毒薬を顧みるには及ばない。
岡本綺堂,岡本綺堂/夢のお七,治三郎は正体もなく眠っているので、無理に起すのも面倒である。
佐左木俊郎,佐左木俊郎/黒い地帯,微かに身体を顫わしてばかりいた。
島崎藤村,島崎藤村/ある女の生涯,患者の中で、奥様が一番こわい人だぞや。
野口雨情,野口雨情/雨情民謡百篇,烏ア啼いても
戸坂潤,戸坂潤/科学方法論,併し事実上、二つは如何に甚だしく異る問いであることか。
夏目漱石,夏目漱石/思い出す事など,生きつつあると固く信ずるものが、突然これから五分のうちに死ななければならないと云う時、すでに死ぬときまってから、なお余る五分の命を提げて、まさに来るべき死を迎えながら、四分、三分、二分と意識しつつ進む時、さらに突き当ると思った死が、たちまちとんぼ返りを打って、新たに生と名づけられる時、――余のごとき神経質ではこの三｜象面の一つにすら堪え得まいと思う。
宮沢賢治,宮沢賢治/さいかち淵,巡査に押えられるよと云ったら、田から流れて来たと云えばいいと云った。
佐左木俊郎,佐左木俊郎/熊の出る開墾地,藤沢は例年よりも早く開墾地に出て来た。
萩原朔太郎,萩原朔太郎/定本青猫,ひとつの架橋を越えて跳躍しよう。
太宰治,太宰治/未帰還の友に,二
中島敦,中島敦/李陵,その児の顔に見入りながら、数年前｜長安に残してきた――そして結局母や祖母とともに殺されてしまった――子供の俤をふと思いうかべて李陵は我しらず憮然とするのであった。
徳田秋声,徳田秋声/足迹,中にはまだ湿々しているのもあった。
井上円了,井上円了/迷信解,なかんずく、男は四十二歳、女は三十三歳をもって大厄と申しておる。
岡本綺堂,岡本綺堂/明治演劇年表,○四月、三代目沢村田之助、再び脱疽のために残る片足を切断す。
横光利一,横光利一/旅愁,千鶴子は繁みを廻りスロープを降りていってみると、ボートの中にはやはり東野が一人しょんぼり坐っていた。
芥川龍之介,芥川龍之介/魚河岸,露柴も、――露柴は土地っ子だから、何も珍らしくはないらしかった。
国枝史郎,国枝史郎/八ヶ嶽の魔神,……」
宮本百合子,宮本百合子/作家と時代意識,そして、同じ原因から、近頃あちこちでリアリズム否定の論が生じていることは注目に価する。
吉川英治,吉川英治/三国志　02　桃園の卷　,その間に。
徳田秋声,徳田秋声/黴,」
蒲松齢,蒲 松齢/五通,と女は流し目に金を見た。
国枝史郎,国枝史郎/八ヶ嶽の魔神,「お前をちょっと験したところよ。
長塚節,長塚節/土,其人物は皆有の儘である。
吉川英治,吉川英治/三国志　04　草莽の巻　,その中に、従者五十人ばかりを連れ、羈旅華やかな一行が、或る時、駅館の門に着いた。
野口雨情,野口雨情/青い眼の人形,乙鳥の姉さん
坂口安吾,坂口安吾/正午の殺人,不能者だの男色だのと噂のあった神田がアケミさんと同棲するに至ったから、ジャーナリストも一時は迷ったものである。
チェーホフ,チェーホフ/ワーニャ伯父さん ――田園生活の情景　四幕――,あなたは面白い風変りなかただわ。
吉川英治,吉川英治/鳴門秘帖　06 鳴門の巻　,万吉のよろこびよう。
坂口安吾,坂口安吾/落語・教祖列伝 04 飛燕流開祖,「こう云うてはンナに気の毒らが、いッち弱いがんから片附いてもろうがんが都合がよかろて。
蘭郁二郎,蘭郁二郎/歪んだ夢,といって、子供の時は、まったく偶にしか見ることはなかったのですけど、それが、中学のなかば頃からは、殆んど毎夜のように夢の世界を彷徨つき廻っていたのです。
小川未明,小川未明/お母さんはえらいな,「それごらんなさい。
豊島与志雄,豊島与志雄/自由人,「そしてずるいわ。
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 05 第二部　コゼット,女房はその意外な知恵のひらめきを見てすっかり参ってしまった。
西田幾多郎,西田幾多郎/善の研究,我々の行為の価値は直覚論者のいうようにその者に価値があるのではなく、全くこれより生ずる結果に由りて定まるのである。
田中貢太郎,田中貢太郎/雪女,それは木枯の寒い夕方であった。
上司小剣,上司小剣/天満宮,「もう去なう。
アンデルセン,アンデルセン/即興詩人,醒めたるときは、寺の園なる檸檬の木の下にて、フラア・マルチノが膝に抱かれ居たり。
和辻哲郎,和辻哲郎/古寺巡礼,その景致はいかにも牧歌的で、人を千年の昔の情趣に引き入れて行かずにはいない。
豊島与志雄,豊島与志雄/反抗,反感が起ってきた。
野村胡堂,野村胡堂/錢形平次捕物控066　玉の輿の呪,弥次馬と源吉の眼に射竦められて居たお吉は、此時漸く声を掛けました。
ダンテ,ダンテ/神曲 02 浄火,アキレウスの母テティス、トロイアの難をおそれてわが子をキロネより奪ひその眠れる間にこれをエーゲ海中の一島シロ（或ひはスキュロス）に移せり（神話）、眠り覚めしアキレウスのおどろきあやしめるさまスタティウスの『アキルレース』一・二四七以下にいづといふ
桑原隲蔵,桑原隲蔵/東洋史上より観たる明治時代の発展,解釈の仕方は一様ではないが、そは兔に角、アジア人の覚醒と共に、黄禍論の重大視さるるに至つたのは、争ふ可らざる事実である。
戸坂潤,戸坂潤/日本イデオロギー論 ――現代日本に於ける日本主義・ファシズム・自由主義・思想の批判,この生産技術家が基本的なインテリゲンチャなので、そこでは知能とは、人間の生産生活に直接結び付いている処の技術的乃至は技能的知能のことでなくてはならぬ。
新渡戸稲造,新渡戸稲造/自警録,国家あるいは社会とかあるいは経済とか労働界とか個人以外のことに力を籠めたようであるが、かくのごとき大問題に対して個人ははなはだ力なき者で、なんのなすところもないと断念するならば大いなる誤りで、いかなる社会の改良といえども、個人の思想より以外に起こるものではない。
菊池寛,菊池寛/貞操問答,三
牧野信一,牧野信一/四郎と口笛,甲は一日に十二里、乙は一日に……」と、問題を読んで行くうちに、四郎の眼の前には、真直ぐな街道が浮んだ。
海野十三,海野十三/空襲葬送曲,このキャバレ・イーグルという家は、カフェとレビュー館との、中間みたいな家だった。
菊池寛,菊池寛/イワンの馬鹿,とイワンは言いました。
森鴎外,森鴎外/伊沢蘭軒,以上。
岸田国士,岸田国士/荒天吉日,十一
宮本百合子,宮本百合子/ロンドン一九二九年,労働党治下の失業保険掛員は七月一杯だけで、保守党時代よりさらに多く、五千人の失業者にたいして補助をこばんだ、と。
幸田露伴,幸田露伴/骨董,斯様いふ連中は全く盲人といふでも無く、さればと云つて高慢税を進んで沢山納め奉るほどの金も意気も無いので、得て中有に迷つた亡者のやうになる。
島崎藤村,島崎藤村/藤村詩抄 島崎藤村自選,よなりけり
井上紅梅,井上紅梅/風波,「咸亨酒店の中で何とか言っていた人はなかったかね」
森鴎外,森鴎外/渋江抽斎,十二月二十六日に、抽斎は躋寿館の講師たる故を以て、年に五人扶持を給せられることになった。
宮沢賢治,宮沢賢治/うろこ雲,銀の小人。
林芙美子,林芙美子/就職,カツ子のやうにふとらなくてはいけないと云ふと、ふつと埼子が黙つてしまつたのを、謙一はまた溜息をつきながら反省しなければならない。
林不忘,林不忘/煩悩秘文書,」
豊島与志雄,豊島与志雄/レ・ミゼラブル 04 第一部　ファンテーヌ,ファンティーヌはなおしばらく耳を傾けていたが、次にその顔は暗くなった。
